order_id,order_date,customer_id,sku_id,channel,units_sold,selling_price,discount_pct,return_flag
ORD0020169,2024-10-22,CUST026554,SKU0035,Amazon,1,1249.0,0.0,True
ORD0020182,2024-02-06,CUST028118,SKU0049,D2C Website,1,1198.5,0.15,True
ORD0020190,2025-03-05,CUST005661,SKU0003,Nykaa,1,789.65,0.15,True
ORD0020194,2025-09-08,CUST013691,SKU0049,Amazon,1,1128.0,0.2,True
ORD0020208,2025-08-09,CUST010729,SKU0049,Amazon,2,1198.5,0.15,True
ORD0020228,2024-01-19,CUST010146,SKU0005,D2C Website,1,320.8,0.2,True
ORD0020242,2024-01-05,CUST026557,SKU0068,Offline,1,852.8,0.2,True
ORD0020254,2025-05-16,CUST000883,SKU0027,Amazon,2,1126.0,0.0,True
ORD0020261,2024-10-23,CUST019466,SKU0117,D2C Website,1,1141.2,0.1,True
ORD0020265,2024-06-08,CUST010269,SKU0005,Offline,1,360.9,0.1,True
ORD0020279,2024-08-21,CUST037366,SKU0121,Nykaa,1,843.2,0.15,True
ORD0020292,2025-05-20,CUST012016,SKU0089,D2C Website,2,1193.4,0.1,True
ORD0020311,2024-11-07,CUST007359,SKU0025,D2C Website,4,1323.0,0.1,True
ORD0020314,2025-02-23,CUST016472,SKU0237,Amazon,1,926.0,0.0,True
ORD0020315,2025-04-18,CUST026577,SKU0028,D2C Website,1,338.2,0.05,True
ORD0020345,2024-06-12,CUST016602,SKU0153,Amazon,1,272.7,0.1,True
ORD0020370,2025-06-22,CUST024545,SKU0030,Nykaa,3,291.0,0.0,True
ORD0020382,2025-02-18,CUST023777,SKU0021,Nykaa,4,859.0,0.0,True
ORD0020390,2025-03-22,CUST027826,SKU0004,Amazon,2,1063.35,0.15,True
ORD0020395,2025-12-08,CUST001225,SKU0003,Amazon,2,929.0,0.0,True
ORD0020401,2024-07-16,CUST027392,SKU0054,Amazon,4,1428.0,0.0,True
ORD0020426,2025-09-16,CUST021213,SKU0040,D2C Website,2,1053.9,0.1,True
ORD0020435,2025-06-25,CUST037140,SKU0045,D2C Website,2,518.5,0.15,True
ORD0020436,2024-11-23,CUST029107,SKU0045,Amazon,3,518.5,0.15,True
ORD0020456,2025-04-10,CUST007905,SKU0046,Amazon,1,294.0,0.0,True
ORD0020457,2024-08-27,CUST031756,SKU0010,D2C Website,1,578.0,0.15,True
ORD0020466,2025-12-26,CUST029616,SKU0008,D2C Website,1,950.0,0.0,True
ORD0020489,2024-05-25,CUST024037,SKU0061,Amazon,1,207.0,0.1,True
ORD0020490,2024-01-15,CUST018036,SKU0015,Amazon,1,991.95,0.15,True
ORD0020495,2024-03-04,CUST003357,SKU0053,Nykaa,1,1104.85,0.05,True
ORD0020496,2025-02-16,CUST000409,SKU0246,Nykaa,1,679.15,0.15,True
ORD0020517,2025-08-03,CUST030244,SKU0024,Amazon,2,260.3,0.05,True
ORD0020526,2024-09-12,CUST029830,SKU0009,Nykaa,2,1245.45,0.05,True
ORD0020532,2025-09-22,CUST016338,SKU0043,Offline,1,903.6,0.1,True
ORD0020563,2025-12-12,CUST007153,SKU0040,D2C Website,1,995.35,0.15,True
ORD0020577,2024-08-21,CUST025136,SKU0060,Amazon,4,439.2,0.1,True
ORD0020596,2025-10-16,CUST007885,SKU0012,Amazon,1,1034.55,0.05,True
ORD0020614,2024-02-26,CUST020588,SKU0046,Amazon,1,264.6,0.1,True
ORD0020623,2025-06-20,CUST005659,SKU0044,D2C Website,2,963.0,0.1,True
ORD0020640,2024-06-29,CUST024989,SKU0006,D2C Website,4,499.5,0.25,True
ORD0020658,2025-09-17,CUST033458,SKU0037,Amazon,2,381.6,0.2,True
ORD0020665,2025-10-22,CUST024366,SKU0250,Nykaa,3,1215.05,0.05,True
ORD0020666,2024-06-08,CUST026684,SKU0127,Amazon,1,973.0,0.0,True
ORD0020669,2025-11-07,CUST019818,SKU0046,Nykaa,2,294.0,0.0,True
ORD0020672,2025-06-25,CUST030103,SKU0031,Offline,4,515.0,0.0,True
ORD0020677,2024-11-24,CUST030146,SKU0029,D2C Website,2,819.4,0.15,True
ORD0020710,2024-09-03,CUST021809,SKU0188,Nykaa,1,174.4,0.2,True
ORD0020730,2025-12-31,CUST022293,SKU0038,Nykaa,2,516.8,0.05,True
ORD0020749,2025-05-06,CUST008179,SKU0031,D2C Website,2,386.25,0.25,True
ORD0020750,2025-12-23,CUST015606,SKU0036,D2C Website,1,1459.0,0.0,True
ORD0020758,2025-07-18,CUST034945,SKU0198,D2C Website,1,544.5,0.1,True
ORD0020782,2024-12-09,CUST026468,SKU0004,Nykaa,1,1251.0,0.0,True
ORD0020802,2024-03-06,CUST020918,SKU0176,Nykaa,2,884.85,0.15,True
ORD0020804,2025-07-29,CUST003324,SKU0019,D2C Website,1,1085.0,0.0,True
ORD0020811,2025-07-25,CUST019296,SKU0034,Amazon,1,381.0,0.0,True
ORD0020819,2025-03-18,CUST030492,SKU0036,D2C Website,1,1313.1,0.1,True
ORD0020823,2024-09-18,CUST037742,SKU0144,Nykaa,1,474.3,0.15,True
ORD0020834,2024-09-30,CUST022564,SKU0051,Amazon,1,472.5,0.1,True
ORD0020836,2025-08-14,CUST016290,SKU0031,Amazon,1,386.25,0.25,True
ORD0020844,2025-11-17,CUST003337,SKU0277,Nykaa,1,697.0,0.0,True
ORD0020855,2024-08-05,CUST002153,SKU0207,Offline,1,948.6,0.1,True
ORD0020859,2024-06-19,CUST030976,SKU0167,Amazon,1,393.75,0.25,True
ORD0020863,2024-02-07,CUST000323,SKU0033,D2C Website,1,541.5,0.25,True
ORD0020869,2024-10-15,CUST033185,SKU0152,D2C Website,2,768.55,0.05,True
ORD0020882,2024-04-08,CUST030598,SKU0046,Amazon,1,294.0,0.0,True
ORD0020934,2024-04-12,CUST002626,SKU0052,Nykaa,1,217.6,0.15,True
ORD0020942,2024-11-23,CUST012931,SKU0055,Nykaa,4,682.2,0.1,True
ORD0021020,2025-06-19,CUST018260,SKU0229,Nykaa,1,801.0,0.0,True
ORD0021043,2025-06-14,CUST026611,SKU0267,D2C Website,4,1188.0,0.2,True
ORD0021074,2025-11-08,CUST032900,SKU0005,Amazon,1,360.9,0.1,True
ORD0021084,2025-05-21,CUST032504,SKU0212,D2C Website,2,918.85,0.15,True
ORD0021111,2025-09-14,CUST023397,SKU0199,Amazon,1,270.3,0.15,True
ORD0021136,2024-02-15,CUST002081,SKU0012,D2C Website,2,980.1,0.1,True
ORD0021144,2024-12-29,CUST007173,SKU0043,Nykaa,2,853.4,0.15,True
ORD0021152,2025-01-23,CUST004301,SKU0215,Amazon,1,311.95,0.15,True
ORD0021155,2024-06-05,CUST025347,SKU0014,D2C Website,2,840.8,0.2,True
ORD0021165,2024-12-11,CUST020965,SKU0046,Amazon,2,279.3,0.05,True
ORD0021166,2025-09-24,CUST009977,SKU0025,D2C Website,1,1323.0,0.1,True
ORD0021169,2024-03-04,CUST017352,SKU0145,D2C Website,2,949.5,0.25,True
ORD0021187,2025-09-10,CUST015946,SKU0038,Amazon,3,462.4,0.15,True
ORD0021207,2024-05-06,CUST035216,SKU0051,Amazon,2,446.25,0.15,True
ORD0021215,2024-06-11,CUST013633,SKU0045,Amazon,1,610.0,0.0,True
ORD0021227,2024-03-21,CUST004301,SKU0034,D2C Website,1,266.7,0.3,True
ORD0021268,2024-04-13,CUST037485,SKU0052,Amazon,1,179.2,0.3,True
ORD0021273,2024-03-13,CUST004113,SKU0046,D2C Website,1,294.0,0.0,True
ORD0021286,2024-12-11,CUST002395,SKU0198,Offline,1,544.5,0.1,True
ORD0021294,2025-06-10,CUST029138,SKU0013,Nykaa,2,576.8,0.2,True
ORD0021307,2024-12-06,CUST028926,SKU0009,Nykaa,1,1311.0,0.0,True
ORD0021317,2025-08-04,CUST015621,SKU0015,D2C Website,2,991.95,0.15,True
ORD0021327,2025-11-03,CUST030014,SKU0252,Nykaa,1,441.9,0.1,True
ORD0021342,2025-08-03,CUST026187,SKU0046,Amazon,1,294.0,0.0,True
ORD0021344,2025-02-06,CUST010835,SKU0043,D2C Website,2,853.4,0.15,True
ORD0021351,2025-09-22,CUST003058,SKU0013,Amazon,1,576.8,0.2,True
ORD0021376,2025-01-03,CUST030383,SKU0047,Nykaa,3,1274.9,0.05,True
ORD0021378,2025-08-24,CUST008846,SKU0054,D2C Website,4,1428.0,0.0,True
ORD0021387,2025-01-12,CUST001014,SKU0123,Amazon,2,745.75,0.05,True
ORD0021395,2025-10-10,CUST015602,SKU0111,Amazon,1,356.0,0.0,True
ORD0021441,2024-10-01,CUST007825,SKU0036,D2C Website,2,1167.2,0.2,True
ORD0021484,2025-12-27,CUST021961,SKU0053,Nykaa,1,872.25,0.25,True
ORD0021501,2025-04-10,CUST003888,SKU0024,D2C Website,4,274.0,0.0,True
ORD0021512,2024-11-11,CUST034736,SKU0107,Amazon,1,1021.5,0.1,True
ORD0021524,2024-03-18,CUST028336,SKU0008,D2C Website,2,855.0,0.1,True
ORD0021525,2024-04-23,CUST002560,SKU0043,D2C Website,1,1004.0,0.0,True
ORD0021531,2024-08-17,CUST002487,SKU0031,Nykaa,1,412.0,0.2,True
ORD0021560,2025-04-21,CUST008878,SKU0030,D2C Website,2,218.25,0.25,True
ORD0021570,2024-04-27,CUST013430,SKU0141,Nykaa,2,1358.5,0.05,True
ORD0021572,2024-05-14,CUST003737,SKU0002,D2C Website,2,870.3,0.1,True
ORD0021577,2024-04-03,CUST026425,SKU0036,Nykaa,1,1240.15,0.15,True
ORD0021594,2025-10-19,CUST026141,SKU0041,D2C Website,2,204.75,0.25,True
ORD0021598,2024-11-07,CUST018896,SKU0261,D2C Website,1,202.5,0.1,True
ORD0021601,2024-10-12,CUST026266,SKU0242,Amazon,1,877.5,0.1,True
ORD0021619,2024-03-15,CUST017484,SKU0001,Amazon,2,208.8,0.1,True
ORD0021633,2024-01-09,CUST004558,SKU0054,Nykaa,1,1213.8,0.15,True
ORD0021638,2025-11-09,CUST031985,SKU0011,Amazon,4,759.05,0.15,True
ORD0021657,2025-04-24,CUST007732,SKU0037,D2C Website,1,477.0,0.0,True
ORD0021663,2025-03-12,CUST035319,SKU0011,Amazon,1,848.35,0.05,True
ORD0021664,2024-03-08,CUST002441,SKU0056,Amazon,1,472.0,0.0,True
ORD0021674,2025-05-06,CUST007849,SKU0041,Nykaa,2,204.75,0.25,True
ORD0021675,2024-07-09,CUST029543,SKU0028,Nykaa,1,338.2,0.05,True
ORD0021679,2024-05-03,CUST002180,SKU0056,D2C Website,2,448.4,0.05,True
ORD0021690,2024-02-11,CUST034392,SKU0021,D2C Website,3,687.2,0.2,True
ORD0021699,2024-04-07,CUST008383,SKU0027,Amazon,2,957.1,0.15,True
ORD0021715,2024-01-27,CUST033902,SKU0059,D2C Website,3,546.0,0.0,True
ORD0021726,2024-09-29,CUST019171,SKU0038,Nykaa,1,435.2,0.2,True
ORD0021755,2024-05-12,CUST000237,SKU0029,Amazon,1,964.0,0.0,True
ORD0021759,2025-05-01,CUST031549,SKU0005,D2C Website,1,300.75,0.25,True
ORD0021773,2025-03-06,CUST015123,SKU0052,Amazon,1,204.8,0.2,True
ORD0021789,2024-05-05,CUST031007,SKU0052,D2C Website,1,256.0,0.0,True
ORD0021796,2025-08-03,CUST008143,SKU0040,D2C Website,1,995.35,0.15,True
ORD0021800,2024-09-27,CUST008389,SKU0032,D2C Website,1,660.0,0.0,True
ORD0021806,2025-01-20,CUST016344,SKU0007,D2C Website,1,1244.4,0.15,True
ORD0021812,2025-05-31,CUST009531,SKU0015,Amazon,1,933.6,0.2,True
ORD0021829,2024-06-29,CUST030228,SKU0055,Nykaa,2,758.0,0.0,True
ORD0021837,2025-09-26,CUST030749,SKU0051,Nykaa,1,420.0,0.2,True
ORD0021850,2025-10-28,CUST015487,SKU0040,D2C Website,2,1171.0,0.0,True
ORD0021871,2024-03-09,CUST015222,SKU0044,D2C Website,3,909.5,0.15,True
ORD0021874,2024-09-25,CUST010940,SKU0007,D2C Website,2,1464.0,0.0,True
ORD0021884,2024-07-04,CUST004116,SKU0046,D2C Website,1,249.9,0.15,True
ORD0021894,2025-09-04,CUST004248,SKU0135,D2C Website,1,750.5,0.05,True
ORD0021902,2025-10-19,CUST025181,SKU0014,Nykaa,2,945.9,0.1,True
ORD0021918,2024-10-01,CUST026222,SKU0214,D2C Website,3,953.6,0.2,True
ORD0021929,2025-07-24,CUST015688,SKU0037,Nykaa,1,453.15,0.05,True
ORD0021935,2025-06-24,CUST009033,SKU0056,Nykaa,1,401.2,0.15,True
ORD0021939,2024-07-24,CUST010104,SKU0054,Offline,3,1213.8,0.15,True
ORD0021942,2025-05-24,CUST005286,SKU0091,Amazon,1,1284.0,0.0,True
ORD0021943,2024-03-21,CUST015280,SKU0056,D2C Website,2,401.2,0.15,True
ORD0021967,2024-05-01,CUST027856,SKU0035,Offline,4,1061.65,0.15,True
ORD0021971,2024-10-08,CUST020095,SKU0016,Nykaa,1,411.4,0.15,True
ORD0021977,2025-09-20,CUST008719,SKU0013,Amazon,1,684.95,0.05,True
ORD0021981,2025-08-18,CUST017351,SKU0013,D2C Website,1,721.0,0.0,True
ORD0021987,2024-11-30,CUST013368,SKU0201,D2C Website,1,527.2,0.2,True
ORD0021995,2024-04-09,CUST031270,SKU0015,D2C Website,1,1108.65,0.05,True
ORD0022003,2025-10-13,CUST009560,SKU0036,Offline,1,1240.15,0.15,True
ORD0022023,2024-09-12,CUST032769,SKU0037,Nykaa,3,477.0,0.0,True
ORD0022033,2025-02-26,CUST008027,SKU0050,Nykaa,2,553.0,0.0,True
ORD0022035,2025-12-23,CUST003289,SKU0228,Amazon,1,1037.0,0.0,True
ORD0022045,2024-12-22,CUST011611,SKU0053,D2C Website,2,1163.0,0.0,True
ORD0022061,2025-11-30,CUST023433,SKU0035,Amazon,1,1186.55,0.05,True
ORD0022062,2024-07-17,CUST023761,SKU0030,Offline,1,218.25,0.25,True
ORD0022076,2025-03-26,CUST034875,SKU0025,Amazon,2,1249.5,0.15,True
ORD0022094,2024-10-19,CUST023124,SKU0017,Amazon,1,378.1,0.05,True
ORD0022096,2024-07-01,CUST023865,SKU0044,Amazon,3,909.5,0.15,True
ORD0022097,2024-10-07,CUST004514,SKU0044,Amazon,1,802.5,0.25,True
ORD0022108,2025-12-09,CUST002443,SKU0039,Nykaa,1,380.0,0.05,True
ORD0022119,2024-07-08,CUST003353,SKU0247,Nykaa,1,1134.9,0.1,True
ORD0022129,2024-01-20,CUST031360,SKU0038,Amazon,2,462.4,0.15,True
ORD0022134,2024-04-07,CUST021086,SKU0030,Nykaa,2,232.8,0.2,True
ORD0022139,2024-06-23,CUST027780,SKU0047,Nykaa,2,1073.6,0.2,True
ORD0022163,2024-05-05,CUST003997,SKU0037,Nykaa,2,357.75,0.25,True
ORD0022172,2024-05-28,CUST006946,SKU0037,Nykaa,2,357.75,0.25,True
ORD0022179,2024-07-21,CUST030758,SKU0145,Nykaa,3,1139.4,0.1,True
ORD0022203,2024-09-07,CUST002750,SKU0009,Offline,2,917.7,0.3,True
ORD0022205,2024-10-09,CUST027401,SKU0048,D2C Website,1,844.9,0.15,True
ORD0022224,2024-07-29,CUST022768,SKU0046,Nykaa,1,279.3,0.05,True
ORD0022257,2025-07-07,CUST009588,SKU0061,D2C Website,4,184.0,0.2,True
ORD0022283,2025-07-28,CUST009317,SKU0171,Nykaa,2,1111.5,0.05,True
ORD0022293,2024-11-09,CUST010487,SKU0038,Offline,1,489.6,0.1,True
ORD0022313,2025-06-26,CUST025144,SKU0009,D2C Website,2,1245.45,0.05,True
ORD0022337,2024-07-20,CUST032469,SKU0187,Nykaa,1,765.85,0.15,True
ORD0022372,2024-01-04,CUST033970,SKU0209,D2C Website,1,974.0,0.0,True
ORD0022380,2024-05-05,CUST019460,SKU0187,Nykaa,1,630.7,0.3,True
ORD0022382,2024-11-03,CUST027783,SKU0034,Nykaa,2,304.8,0.2,True
ORD0022406,2024-12-23,CUST035363,SKU0016,D2C Website,2,435.6,0.1,True
ORD0022412,2024-05-06,CUST022502,SKU0005,Nykaa,1,340.85,0.15,True
ORD0022432,2025-07-28,CUST011622,SKU0038,Nykaa,3,408.0,0.25,True
ORD0022442,2025-11-07,CUST017581,SKU0035,D2C Website,1,1061.65,0.15,True
ORD0022462,2025-01-22,CUST026761,SKU0097,D2C Website,1,872.1,0.1,True
ORD0022470,2024-11-15,CUST022524,SKU0047,D2C Website,4,1207.8,0.1,True
ORD0022499,2025-01-23,CUST021712,SKU0239,Nykaa,4,1292.4,0.1,True
ORD0022500,2024-09-13,CUST010179,SKU0025,Amazon,1,1249.5,0.15,True
ORD0022503,2024-02-12,CUST019785,SKU0016,Nykaa,1,411.4,0.15,True
ORD0022507,2025-07-16,CUST006807,SKU0049,D2C Website,1,1269.0,0.1,True
ORD0022529,2025-10-15,CUST000714,SKU0048,D2C Website,1,994.0,0.0,True
ORD0022549,2024-08-28,CUST001977,SKU0048,Nykaa,1,745.5,0.25,True
ORD0022553,2025-03-12,CUST013569,SKU0054,Amazon,1,1213.8,0.15,True
ORD0022562,2024-01-15,CUST011539,SKU0040,Nykaa,1,1053.9,0.1,True
ORD0022615,2024-09-03,CUST006121,SKU0038,D2C Website,2,435.2,0.2,True
ORD0022659,2025-10-26,CUST011693,SKU0008,Amazon,2,855.0,0.1,True
ORD0022662,2024-10-06,CUST006632,SKU0038,D2C Website,1,544.0,0.0,True
ORD0022697,2025-03-04,CUST016578,SKU0005,D2C Website,3,401.0,0.0,True
ORD0022712,2024-08-02,CUST016426,SKU0041,Amazon,1,245.7,0.1,True
ORD0022713,2025-07-27,CUST031300,SKU0193,D2C Website,1,1312.9,0.05,True
ORD0022717,2024-10-14,CUST026751,SKU0016,Nykaa,2,338.8,0.3,True
ORD0022732,2025-08-15,CUST004177,SKU0011,D2C Website,1,803.7,0.1,True
ORD0022752,2024-09-18,CUST009258,SKU0202,Nykaa,1,931.0,0.05,True
ORD0022767,2024-04-10,CUST029630,SKU0001,Nykaa,1,162.4,0.3,True
ORD0022769,2025-06-07,CUST032536,SKU0040,Amazon,1,1112.45,0.05,True
ORD0022770,2024-07-31,CUST026847,SKU0033,D2C Website,1,685.9,0.05,True
ORD0022794,2025-03-27,CUST010404,SKU0025,Amazon,1,1470.0,0.0,True
ORD0022803,2024-12-11,CUST023067,SKU0039,Amazon,2,320.0,0.2,True
ORD0022811,2024-05-29,CUST017821,SKU0034,Nykaa,1,361.95,0.05,True
ORD0022833,2024-10-09,CUST005022,SKU0030,Amazon,1,291.0,0.0,True
ORD0022842,2025-03-15,CUST023925,SKU0148,Amazon,1,662.15,0.05,True
ORD0022847,2024-07-14,CUST002685,SKU0128,D2C Website,1,504.9,0.15,True
ORD0022849,2025-04-21,CUST007898,SKU0032,Amazon,3,561.0,0.15,True
ORD0022852,2024-12-13,CUST030861,SKU0003,Nykaa,1,882.55,0.05,True
ORD0022854,2025-11-20,CUST019424,SKU0045,Amazon,1,610.0,0.0,True
ORD0022855,2024-09-04,CUST025848,SKU0028,Nykaa,1,249.2,0.3,True
ORD0022857,2024-12-28,CUST031609,SKU0048,D2C Website,1,944.3,0.05,True
ORD0022867,2025-10-01,CUST001930,SKU0056,D2C Website,2,354.0,0.25,True
ORD0022873,2025-07-26,CUST019113,SKU0050,Nykaa,4,442.4,0.2,True
ORD0022884,2025-03-19,CUST001939,SKU0147,D2C Website,3,833.7,0.3,True
ORD0022903,2024-08-29,CUST022736,SKU0212,Nykaa,4,972.9,0.1,True
ORD0022907,2024-01-13,CUST019653,SKU0028,Amazon,4,356.0,0.0,True
ORD0022916,2024-09-19,CUST024700,SKU0044,Nykaa,2,802.5,0.25,True
ORD0022924,2025-02-13,CUST025753,SKU0024,D2C Website,1,260.3,0.05,True
ORD0022929,2024-02-24,CUST022607,SKU0049,D2C Website,1,1339.5,0.05,True
ORD0022931,2024-06-08,CUST025498,SKU0049,D2C Website,1,1269.0,0.1,True
ORD0022958,2024-03-22,CUST034120,SKU0019,Offline,1,813.75,0.25,True
ORD0023002,2025-09-29,CUST005412,SKU0012,D2C Website,1,980.1,0.1,True
ORD0023008,2024-08-07,CUST002474,SKU0214,Amazon,1,1192.0,0.0,True
ORD0023017,2025-07-01,CUST000641,SKU0061,Nykaa,1,195.5,0.15,True
ORD0023018,2025-06-13,CUST016225,SKU0033,Nykaa,2,613.7,0.15,True
ORD0023020,2024-04-06,CUST035857,SKU0048,D2C Website,1,695.8,0.3,True
ORD0023033,2024-08-21,CUST000919,SKU0010,Nykaa,1,646.0,0.05,True
ORD0023039,2025-05-23,CUST013378,SKU0006,D2C Website,1,666.0,0.0,True
ORD0023048,2025-02-05,CUST006494,SKU0038,D2C Website,2,516.8,0.05,True
ORD0023055,2024-11-01,CUST010567,SKU0010,Amazon,1,544.0,0.2,True
ORD0023059,2024-04-14,CUST000834,SKU0014,Amazon,2,1051.0,0.0,True
ORD0023104,2025-02-07,CUST007176,SKU0011,D2C Website,1,803.7,0.1,True
ORD0023114,2024-03-05,CUST032615,SKU0135,Amazon,4,671.5,0.15,True
ORD0023115,2025-06-03,CUST018271,SKU0239,D2C Website,1,1364.2,0.05,True
ORD0023147,2024-04-16,CUST012062,SKU0014,D2C Website,1,1051.0,0.0,True
ORD0023150,2024-08-10,CUST031210,SKU0045,Nykaa,1,549.0,0.1,True
ORD0023156,2025-06-23,CUST011758,SKU0129,Nykaa,2,228.0,0.25,True
ORD0023161,2024-03-12,CUST014148,SKU0224,Amazon,1,826.0,0.3,True
ORD0023162,2025-11-04,CUST017296,SKU0025,Amazon,1,1176.0,0.2,True
ORD0023173,2025-11-14,CUST036358,SKU0054,Amazon,2,1428.0,0.0,True
ORD0023193,2024-08-03,CUST028407,SKU0017,Nykaa,1,338.3,0.15,True
ORD0023206,2024-01-11,CUST017598,SKU0054,D2C Website,2,1142.4,0.2,True
ORD0023209,2025-09-12,CUST012334,SKU0037,Amazon,4,477.0,0.0,True
ORD0023213,2024-12-04,CUST003647,SKU0043,D2C Website,3,903.6,0.1,True
ORD0023226,2025-03-28,CUST003054,SKU0222,Nykaa,3,973.25,0.15,True
ORD0023233,2024-03-07,CUST024014,SKU0038,D2C Website,1,516.8,0.05,True
ORD0023235,2024-07-19,CUST024430,SKU0079,D2C Website,1,1023.75,0.25,True
ORD0023243,2024-09-15,CUST005178,SKU0038,D2C Website,1,435.2,0.2,True
ORD0023269,2024-05-10,CUST014683,SKU0041,Amazon,2,232.05,0.15,True
ORD0023274,2024-11-28,CUST027436,SKU0073,Amazon,1,441.9,0.1,True
ORD0023309,2025-03-07,CUST024720,SKU0036,Amazon,1,1167.2,0.2,True
ORD0023310,2024-05-22,CUST010692,SKU0047,D2C Website,4,1140.7,0.15,True
ORD0023329,2024-08-31,CUST027030,SKU0046,Nykaa,2,294.0,0.0,True
ORD0023336,2024-08-27,CUST020231,SKU0242,Nykaa,1,975.0,0.0,True
ORD0023337,2024-06-07,CUST034528,SKU0032,D2C Website,1,660.0,0.0,True
ORD0023355,2024-11-11,CUST012573,SKU0006,Nykaa,1,666.0,0.0,True
ORD0023366,2024-01-04,CUST031861,SKU0042,Amazon,1,579.2,0.2,True
ORD0023374,2025-05-08,CUST037726,SKU0052,Nykaa,2,230.4,0.1,True
ORD0023399,2024-11-07,CUST035321,SKU0037,D2C Website,1,429.3,0.1,True
ORD0023402,2024-06-19,CUST035889,SKU0038,D2C Website,1,435.2,0.2,True
ORD0023420,2025-04-17,CUST010395,SKU0042,Amazon,1,651.6,0.1,True
ORD0023424,2025-04-07,CUST002444,SKU0067,Amazon,2,807.2,0.2,True
ORD0023425,2025-04-09,CUST028383,SKU0081,Nykaa,3,403.2,0.2,True
ORD0023427,2024-02-26,CUST028008,SKU0004,Amazon,2,875.7,0.3,True
ORD0023437,2024-01-08,CUST026421,SKU0010,D2C Website,3,680.0,0.0,True
ORD0023443,2024-12-12,CUST010853,SKU0256,Offline,1,590.0,0.0,True
ORD0023458,2025-10-30,CUST022542,SKU0093,Offline,2,1161.0,0.1,True
ORD0023466,2025-08-10,CUST006437,SKU0005,Offline,2,340.85,0.15,True
ORD0023478,2024-08-02,CUST015143,SKU0005,Amazon,2,280.7,0.3,True
ORD0023515,2024-12-10,CUST033189,SKU0012,Amazon,2,871.2,0.2,True
ORD0023529,2025-11-19,CUST011723,SKU0025,Amazon,3,1176.0,0.2,True
ORD0023537,2025-05-27,CUST014606,SKU0015,Offline,2,875.25,0.25,True
ORD0023541,2024-09-08,CUST020164,SKU0150,D2C Website,1,724.2,0.15,True
ORD0023545,2025-01-14,CUST003184,SKU0178,D2C Website,2,325.0,0.0,True
ORD0023547,2025-02-17,CUST020930,SKU0042,Offline,2,724.0,0.0,True
ORD0023548,2024-07-18,CUST010799,SKU0251,D2C Website,1,590.4,0.2,True
ORD0023550,2024-09-22,CUST021929,SKU0034,Amazon,2,304.8,0.2,True
ORD0023559,2024-09-25,CUST013529,SKU0031,Offline,2,515.0,0.0,True
ORD0023566,2025-11-14,CUST029442,SKU0049,Amazon,3,1339.5,0.05,True
ORD0023604,2025-08-02,CUST016031,SKU0149,Nykaa,2,1316.7,0.05,True
ORD0023605,2025-02-21,CUST009813,SKU0010,D2C Website,2,578.0,0.15,True
ORD0023608,2024-06-14,CUST017564,SKU0046,D2C Website,1,249.9,0.15,True
ORD0023612,2025-11-12,CUST035689,SKU0047,Amazon,4,1073.6,0.2,True
ORD0023636,2024-01-16,CUST022207,SKU0029,Offline,1,867.6,0.1,True
ORD0023650,2025-09-30,CUST027979,SKU0019,Nykaa,1,868.0,0.2,True
ORD0023651,2025-05-06,CUST007454,SKU0179,Nykaa,1,1289.7,0.1,True
ORD0023655,2024-11-13,CUST031201,SKU0038,Nykaa,3,462.4,0.15,True
ORD0023661,2024-10-31,CUST017991,SKU0031,Nykaa,3,360.5,0.3,True
ORD0023668,2025-12-12,CUST001166,SKU0015,D2C Website,1,991.95,0.15,True
ORD0023704,2024-12-27,CUST001902,SKU0019,D2C Website,2,1085.0,0.0,True
ORD0023733,2025-04-15,CUST002979,SKU0030,Amazon,3,232.8,0.2,True
ORD0023750,2024-02-13,CUST016769,SKU0043,Offline,2,753.0,0.25,True
ORD0023754,2024-12-05,CUST028978,SKU0038,Offline,1,489.6,0.1,True
ORD0023804,2024-02-08,CUST037551,SKU0044,Nykaa,1,1070.0,0.0,True
ORD0023814,2024-10-19,CUST013778,SKU0055,Nykaa,2,644.3,0.15,True
ORD0023833,2025-12-14,CUST012149,SKU0035,D2C Website,2,1186.55,0.05,True
ORD0023853,2025-05-02,CUST019984,SKU0036,Amazon,1,1094.25,0.25,True
ORD0023857,2024-06-28,CUST004943,SKU0100,Amazon,2,1268.0,0.0,True
ORD0023858,2024-11-01,CUST029541,SKU0254,Nykaa,1,809.0,0.0,True
ORD0023874,2025-02-14,CUST020374,SKU0034,Amazon,2,342.9,0.1,True
ORD0023895,2025-12-30,CUST016017,SKU0014,Amazon,2,788.25,0.25,True
ORD0023911,2024-05-02,CUST032533,SKU0253,D2C Website,1,321.3,0.15,True
ORD0023924,2025-07-06,CUST036321,SKU0176,Nykaa,1,936.9,0.1,True
ORD0023933,2024-04-09,CUST018401,SKU0003,Offline,1,836.1,0.1,True
ORD0023941,2025-05-28,CUST035678,SKU0074,Amazon,2,672.35,0.15,True
ORD0023955,2025-05-10,CUST037414,SKU0038,Offline,3,544.0,0.0,True
ORD0023958,2024-03-06,CUST022766,SKU0013,Nykaa,1,648.9,0.1,True
ORD0023973,2024-07-17,CUST037940,SKU0021,Amazon,2,859.0,0.0,True
ORD0023992,2024-04-30,CUST020649,SKU0032,Nykaa,1,561.0,0.15,True
ORD0024004,2025-11-05,CUST000319,SKU0207,Nykaa,4,895.9,0.15,True
