customer_id,first_sku_id,first_order_date,second_sku_id,second_order_date,total_orders_lifetime,ltv_90d,is_repeat_customer
CUST002950,SKU0267,2024-10-24,SKU0003,2025-01-13,4,6684.6,True
CUST002951,SKU0038,2025-11-17,,,1,2176.0,False
CUST002952,SKU0040,2024-08-12,SKU0040,2025-09-03,3,1053.9,True
CUST002953,SKU0043,2025-04-26,SKU0219,2025-10-03,2,803.2,True
CUST002955,SKU0053,2024-11-05,SKU0048,2025-03-25,5,872.25,True
CUST002956,SKU0013,2024-08-06,SKU0001,2025-04-06,2,648.9,True
CUST002957,SKU0021,2024-01-10,SKU0015,2025-04-03,4,730.15,True
CUST002958,SKU0014,2024-02-03,SKU0010,2024-12-09,4,1786.7,True
CUST002959,SKU0008,2024-03-25,SKU0027,2024-12-20,4,2280.0,True
CUST002960,SKU0039,2025-01-27,SKU0011,2025-11-24,2,300.0,True
CUST002961,SKU0012,2025-09-22,,,1,2450.25,False
CUST002962,SKU0031,2024-01-23,SKU0007,2024-09-07,3,1957.0,True
CUST002963,SKU0024,2025-08-12,,,1,1041.2,False
CUST002964,SKU0238,2024-07-13,SKU0053,2024-07-25,2,2143.85,True
CUST002965,SKU0015,2024-11-24,,,1,1167.0,False
CUST002966,SKU0014,2024-03-31,SKU0146,2025-05-04,3,2102.0,True
CUST002968,SKU0100,2024-05-15,SKU0004,2024-09-23,3,1077.8,True
CUST002969,SKU0014,2024-10-22,SKU0045,2024-12-13,3,1389.8,True
CUST002970,SKU0255,2025-12-20,,,1,866.4,False
CUST002971,SKU0048,2024-01-11,SKU0045,2025-12-04,2,1988.0,True
CUST002972,SKU0201,2024-05-16,SKU0015,2024-06-27,4,1701.75,True
CUST002973,SKU0019,2024-04-14,SKU0110,2024-07-19,2,759.5,True
CUST002974,SKU0028,2024-06-27,SKU0216,2024-07-10,9,928.3,True
CUST002975,SKU0056,2024-12-30,,,1,1203.6,False
CUST002976,SKU0025,2024-03-30,SKU0036,2025-05-08,3,1470.0,True
CUST002978,SKU0005,2024-09-17,SKU0038,2025-03-30,4,320.8,True
CUST002979,SKU0053,2024-12-24,SKU0030,2025-02-27,3,1483.2,True
CUST002980,SKU0150,2024-03-15,SKU0037,2024-03-27,4,1806.15,True
CUST002982,SKU0024,2024-06-06,SKU0032,2024-06-10,2,813.2,True
CUST002983,SKU0042,2024-02-25,SKU0027,2024-08-28,2,1846.2,True
CUST002985,SKU0027,2024-02-05,SKU0016,2024-02-26,3,1400.6,True
CUST002986,SKU0028,2025-02-05,SKU0237,2025-09-27,2,907.8,True
CUST002987,SKU0001,2024-07-08,SKU0049,2024-09-12,3,3384.3,True
CUST002988,SKU0046,2024-01-03,SKU0051,2024-09-25,3,1117.2,True
CUST002989,SKU0252,2024-01-08,SKU0056,2024-05-31,3,1767.6,True
CUST002990,SKU0016,2025-03-11,,,1,435.6,False
CUST002992,SKU0052,2024-02-21,SKU0021,2024-05-03,4,943.2,True
CUST002993,SKU0037,2024-11-16,SKU0128,2025-04-27,2,715.5,True
CUST002995,SKU0030,2025-10-13,,,1,873.0,False
CUST002996,SKU0049,2024-09-06,SKU0041,2025-06-28,2,2115.0,True
CUST002997,SKU0212,2024-01-18,SKU0049,2024-04-18,3,1026.95,True
CUST002998,SKU0176,2024-01-13,SKU0025,2024-04-15,4,1041.0,True
CUST002999,SKU0001,2024-04-11,SKU0055,2025-01-06,5,232.0,True
CUST003000,SKU0046,2024-01-21,SKU0084,2024-03-31,5,1329.7,True
CUST003001,SKU0047,2025-04-14,SKU0259,2025-06-28,2,3040.7,True
CUST003002,SKU0032,2024-02-29,SKU0017,2025-07-24,2,1254.0,True
CUST003003,SKU0004,2024-09-12,SKU0014,2025-09-14,2,1063.35,True
CUST003004,SKU0039,2025-04-06,,,1,340.0,False
CUST003005,SKU0051,2024-05-05,SKU0170,2024-09-05,3,420.0,True
CUST003006,SKU0004,2024-02-04,,,1,1125.9,False
CUST003008,SKU0013,2024-02-10,,,1,1153.6,False
CUST003009,SKU0056,2024-05-19,SKU0011,2024-10-02,3,1062.0,True
CUST003010,SKU0167,2024-06-18,,,1,525.0,False
CUST003011,SKU0014,2024-09-08,SKU0021,2025-07-07,4,1051.0,True
CUST003012,SKU0253,2025-08-03,SKU0014,2025-12-25,2,340.2,True
CUST003013,SKU0024,2024-02-03,SKU0001,2024-12-02,4,876.8,True
CUST003015,SKU0035,2025-03-07,,,1,1061.65,False
CUST003016,SKU0034,2024-02-14,SKU0012,2024-05-05,6,3116.45,True
CUST003017,SKU0030,2024-01-29,SKU0274,2024-04-17,3,1842.0,True
CUST003018,SKU0041,2025-05-15,SKU0021,2025-10-21,2,464.1,True
CUST003019,SKU0201,2025-03-14,SKU0256,2025-07-16,3,593.1,True
CUST003020,SKU0263,2024-09-07,SKU0047,2025-05-06,3,981.75,True
CUST003021,SKU0003,2025-09-14,,,1,929.0,False
CUST003022,SKU0055,2024-06-23,SKU0220,2025-09-13,2,644.3,True
CUST003023,SKU0031,2024-06-12,SKU0048,2024-10-25,5,386.25,True
CUST003024,SKU0045,2025-05-14,SKU0277,2025-08-03,2,1629.45,True
CUST003025,SKU0043,2025-03-10,SKU0040,2025-04-13,4,3697.5,True
CUST003026,SKU0053,2024-07-23,SKU0049,2025-04-30,3,3489.0,True
CUST003027,SKU0003,2024-07-12,SKU0036,2024-09-11,4,2149.2,True
CUST003029,SKU0054,2024-04-09,SKU0046,2024-12-19,3,1285.2,True
CUST003030,SKU0027,2024-01-29,SKU0008,2025-02-03,5,957.1,True
CUST003032,SKU0031,2024-01-27,SKU0010,2025-07-02,3,412.0,True
CUST003033,SKU0054,2024-01-11,SKU0011,2024-10-30,3,1285.2,True
CUST003034,SKU0145,2024-06-29,SKU0007,2025-05-04,2,2025.6,True
CUST003035,SKU0159,2024-10-23,,,1,1331.0,False
CUST003037,SKU0025,2024-03-18,SKU0019,2024-12-28,2,1323.0,True
CUST003038,SKU0011,2025-08-22,,,1,669.75,False
CUST003039,SKU0005,2024-01-29,SKU0025,2024-12-11,5,802.0,True
CUST003040,SKU0035,2024-04-19,SKU0003,2024-05-30,3,1913.75,True
CUST003041,SKU0011,2024-01-07,SKU0243,2024-02-02,4,2825.9,True
CUST003042,SKU0034,2024-05-29,,,1,304.8,False
CUST003043,SKU0038,2024-11-23,SKU0036,2025-03-31,3,870.4,True
CUST003044,SKU0111,2024-09-05,,,1,320.4,False
CUST003045,SKU0154,2025-01-22,SKU0036,2025-04-19,3,3711.1,True
CUST003046,SKU0256,2025-04-15,SKU0072,2025-09-30,2,1121.0,True
CUST003047,SKU0029,2025-05-27,SKU0035,2025-06-12,4,3557.1,True
CUST003048,SKU0039,2025-01-08,,,1,400.0,False
CUST003049,SKU0021,2024-10-24,SKU0152,2025-10-30,2,730.15,True
CUST003050,SKU0024,2024-07-18,,,1,739.8,False
CUST003051,SKU0003,2024-03-09,SKU0014,2024-05-17,3,3154.4,True
CUST003052,SKU0028,2024-05-10,SKU0249,2024-08-25,3,320.4,True
CUST003053,SKU0050,2024-04-30,SKU0009,2024-06-17,3,1508.6,True
CUST003054,SKU0222,2025-03-28,SKU0037,2025-06-23,2,3301.35,True
CUST003055,SKU0014,2024-03-25,SKU0010,2024-05-24,3,1557.9,True
CUST003056,SKU0045,2024-08-04,SKU0012,2025-10-09,2,610.0,True
CUST003057,SKU0256,2024-07-18,,,1,531.0,False
CUST003058,SKU0013,2025-09-22,,,1,576.8,False
CUST003059,SKU0027,2024-05-03,SKU0017,2025-11-24,2,1126.0,True
CUST003060,SKU0035,2024-02-22,SKU0084,2025-01-04,3,2373.1,True
CUST003061,SKU0040,2024-06-07,,,1,936.8,False
CUST003062,SKU0171,2025-10-20,,,1,1989.0,False
CUST003063,SKU0002,2024-05-07,SKU0269,2024-09-12,5,821.95,True
CUST003065,SKU0043,2024-03-25,SKU0012,2024-07-04,2,903.6,True
CUST003066,SKU0240,2024-02-03,SKU0012,2024-03-25,4,2090.5,True
CUST003068,SKU0017,2024-03-29,SKU0004,2024-10-26,3,378.1,True
CUST003070,SKU0255,2024-08-24,,,1,820.8,False
CUST003071,SKU0001,2024-06-15,SKU0093,2024-06-17,6,1367.0,True
CUST003072,SKU0050,2024-03-24,SKU0004,2024-06-08,2,1588.7,True
CUST003073,SKU0051,2024-06-07,SKU0012,2024-10-24,2,446.25,True
CUST003074,SKU0037,2024-05-08,SKU0028,2024-10-09,5,405.45,True
CUST003075,SKU0128,2025-04-06,SKU0103,2025-05-14,5,3854.7,True
CUST003076,SKU0038,2024-11-20,,,1,462.4,False
CUST003077,SKU0196,2025-08-05,,,1,1045.0,False
CUST003078,SKU0014,2024-02-29,SKU0105,2024-12-11,4,2942.8,True
CUST003079,SKU0225,2024-02-21,SKU0040,2024-03-24,4,8374.0,True
CUST003080,SKU0021,2024-12-15,SKU0034,2024-12-28,4,2147.4,True
CUST003081,SKU0002,2024-01-14,SKU0037,2024-03-04,2,1348.6,True
CUST003082,SKU0005,2024-10-21,SKU0016,2025-01-21,3,721.8,True
CUST003083,SKU0007,2025-04-04,SKU0028,2025-04-19,4,5004.7,True
CUST003084,SKU0039,2024-02-05,SKU0053,2024-07-19,6,760.0,True
CUST003085,SKU0008,2024-03-16,,,1,2707.5,False
CUST003086,SKU0017,2024-02-07,SKU0034,2024-02-26,5,1100.3,True
CUST003087,SKU0013,2024-02-02,SKU0272,2024-08-30,5,1297.8,True
CUST003088,SKU0037,2025-01-05,SKU0044,2025-10-15,3,381.6,True
CUST003089,SKU0051,2024-01-03,SKU0016,2025-09-14,3,367.5,True
CUST003090,SKU0017,2024-03-20,SKU0054,2024-05-20,5,2928.6,True
CUST003091,SKU0190,2024-02-26,SKU0006,2025-03-29,3,742.9,True
CUST003092,SKU0054,2024-07-20,SKU0043,2024-11-08,5,2856.0,True
CUST003093,SKU0024,2024-06-06,SKU0052,2025-11-30,2,246.6,True
CUST003094,SKU0025,2024-02-25,SKU0019,2024-05-26,3,2940.0,True
CUST003095,SKU0045,2024-01-19,SKU0025,2024-02-13,5,2469.5,True
CUST003096,SKU0093,2024-02-17,SKU0044,2024-11-08,3,1290.0,True
CUST003097,SKU0019,2024-02-25,SKU0047,2024-04-13,2,2034.4,True
CUST003098,SKU0003,2024-06-01,SKU0044,2024-06-12,5,4220.3,True
CUST003099,SKU0019,2024-09-11,SKU0208,2025-10-09,2,3092.25,True
CUST003100,SKU0044,2024-03-04,SKU0126,2024-03-10,5,3292.35,True
CUST003101,SKU0049,2025-01-11,SKU0274,2025-09-25,2,1057.5,True
CUST003103,SKU0051,2024-02-19,SKU0032,2024-06-02,3,472.5,True
CUST003105,SKU0004,2024-01-12,SKU0029,2025-03-30,2,1251.0,True
CUST003106,SKU0222,2024-09-08,SKU0006,2025-11-07,2,973.25,True
CUST003107,SKU0041,2024-08-31,SKU0193,2024-11-24,3,1542.4,True
CUST003108,SKU0049,2025-03-16,,,1,1410.0,False
CUST003110,SKU0025,2024-10-30,SKU0119,2025-01-29,2,1323.0,True
CUST003111,SKU0003,2025-01-09,SKU0035,2025-07-11,2,2508.3,True
CUST003112,SKU0045,2024-03-28,SKU0036,2024-11-30,5,488.0,True
CUST003113,SKU0228,2024-04-30,SKU0055,2024-07-03,6,6645.65,True
CUST003114,SKU0044,2024-11-14,,,1,1712.0,False
CUST003115,SKU0034,2025-06-04,SKU0002,2025-09-23,2,533.4,True
CUST003116,SKU0034,2024-01-19,SKU0056,2025-03-20,3,342.9,True
CUST003118,SKU0021,2024-01-13,SKU0043,2025-01-20,3,1374.4,True
CUST003119,SKU0007,2024-05-02,,,1,2196.0,False
CUST003121,SKU0029,2024-01-26,SKU0033,2024-07-28,4,915.8,True
CUST003122,SKU0016,2025-04-10,,,1,919.6,False
CUST003123,SKU0044,2025-12-21,,,1,963.0,False
CUST003124,SKU0086,2024-08-11,,,1,1501.2,False
CUST003125,SKU0011,2025-08-09,SKU0006,2025-11-23,2,669.75,True
CUST003126,SKU0002,2025-04-02,SKU0002,2025-05-21,2,1692.25,True
CUST003127,SKU0014,2024-01-27,SKU0025,2024-09-30,4,1576.5,True
CUST003128,SKU0013,2025-02-24,SKU0032,2025-12-01,2,612.85,True
CUST003129,SKU0027,2025-01-22,SKU0028,2025-07-01,2,1126.0,True
CUST003130,SKU0003,2024-07-17,SKU0080,2024-07-25,4,1579.7,True
CUST003132,SKU0019,2024-03-28,SKU0035,2024-08-17,2,1085.0,True
CUST003133,SKU0037,2025-10-10,SKU0037,2025-11-30,2,715.5,True
CUST003134,SKU0030,2024-08-15,SKU0031,2025-01-14,2,436.5,True
CUST003135,SKU0055,2025-02-22,SKU0278,2025-10-06,2,644.3,True
CUST003136,SKU0038,2024-11-04,SKU0040,2025-01-22,3,1543.5,True
CUST003137,SKU0028,2025-02-19,SKU0048,2025-12-02,2,907.8,True
CUST003138,SKU0160,2025-02-01,SKU0013,2025-03-24,2,2271.7,True
CUST003140,SKU0027,2024-05-15,SKU0014,2025-05-02,2,1013.4,True
CUST003142,SKU0131,2024-11-12,SKU0009,2025-12-18,2,502.0,True
CUST003143,SKU0039,2024-03-10,,,1,340.0,False
CUST003144,SKU0241,2024-02-17,,,1,1213.2,False
CUST003145,SKU0089,2024-12-14,SKU0015,2025-10-14,2,1193.4,True
CUST003146,SKU0214,2024-05-12,SKU0036,2025-12-17,2,1013.2,True
CUST003147,SKU0025,2024-03-23,,,1,2499.0,False
CUST003148,SKU0003,2024-11-28,,,1,836.1,False
CUST003149,SKU0189,2024-09-23,SKU0008,2025-10-13,2,516.8,True
CUST003150,SKU0196,2025-08-28,,,1,888.25,False
CUST003151,SKU0171,2025-03-15,,,1,994.5,False
CUST003152,SKU0003,2025-06-19,SKU0017,2025-11-08,2,2368.95,True
CUST003153,SKU0008,2024-04-07,SKU0051,2025-05-01,5,3610.0,True
CUST003154,SKU0196,2024-01-17,SKU0003,2025-12-25,2,1985.5,True
CUST003155,SKU0131,2024-10-04,SKU0019,2024-11-12,2,1407.25,True
CUST003156,SKU0001,2024-08-10,SKU0042,2024-11-01,3,1394.0,True
CUST003157,SKU0012,2024-01-25,SKU0150,2025-08-17,2,980.1,True
CUST003158,SKU0010,2024-02-02,SKU0012,2025-12-01,2,1360.0,True
CUST003159,SKU0187,2024-01-04,,,1,901.0,False
CUST003160,SKU0267,2024-08-09,SKU0251,2025-03-17,2,1188.0,True
CUST003161,SKU0090,2024-06-03,,,1,561.6,False
CUST003162,SKU0047,2024-09-15,SKU0013,2024-11-17,4,2237.2,True
CUST003163,SKU0021,2025-10-19,,,1,644.25,False
CUST003164,SKU0051,2024-02-09,SKU0011,2024-10-18,3,472.5,True
CUST003165,SKU0079,2025-05-18,SKU0164,2025-07-23,3,2195.45,True
CUST003166,SKU0041,2024-05-25,,,1,518.7,False
CUST003167,SKU0032,2025-09-29,,,1,1683.0,False
CUST003168,SKU0048,2024-02-17,SKU0032,2025-11-12,2,1789.2,True
CUST003169,SKU0033,2024-07-31,SKU0001,2025-09-11,2,1444.0,True
CUST003170,SKU0099,2024-03-30,SKU0008,2025-05-12,2,604.8,True
CUST003171,SKU0030,2025-08-29,,,1,291.0,False
CUST003172,SKU0004,2025-12-14,,,1,1000.8,False
CUST003173,SKU0001,2025-08-14,SKU0090,2025-08-22,2,2287.2,True
CUST003174,SKU0027,2024-09-27,SKU0037,2025-12-04,2,2026.8,True
CUST003175,SKU0035,2024-08-21,SKU0079,2025-04-21,4,2810.25,True
CUST003176,SKU0027,2025-10-05,,,1,1013.4,False
CUST003177,SKU0047,2024-02-02,SKU0269,2025-08-02,3,1140.7,True
CUST003178,SKU0099,2024-02-22,SKU0019,2024-11-15,3,680.4,True
CUST003179,SKU0013,2024-10-11,SKU0036,2025-06-08,2,1297.8,True
CUST003180,SKU0044,2024-03-01,SKU0267,2025-08-25,2,1926.0,True
CUST003181,SKU0278,2025-02-07,SKU0227,2025-06-29,3,698.4,True
CUST003182,SKU0005,2024-03-11,SKU0015,2025-01-18,3,721.8,True
CUST003183,SKU0054,2024-04-02,SKU0183,2024-07-31,3,1428.0,True
CUST003184,SKU0031,2024-05-09,SKU0048,2024-05-28,4,1972.5,True
CUST003185,SKU0027,2024-04-16,SKU0053,2024-06-25,4,3887.6,True
CUST003186,SKU0049,2024-04-01,SKU0011,2024-12-21,3,3172.5,True
CUST003187,SKU0048,2024-04-30,SKU0048,2024-10-10,3,944.3,True
CUST003188,SKU0038,2025-04-12,SKU0041,2025-11-05,2,408.0,True
CUST003189,SKU0248,2024-11-30,SKU0041,2025-11-11,2,659.2,True
CUST003190,SKU0012,2024-12-14,,,1,980.1,False
CUST003191,SKU0237,2024-04-13,SKU0034,2025-01-07,6,787.1,True
CUST003192,SKU0043,2024-05-26,,,1,1004.0,False
CUST003193,SKU0047,2025-03-05,,,1,1006.5,False
CUST003194,SKU0036,2024-07-23,,,1,1386.05,False
CUST003195,SKU0056,2024-07-19,SKU0014,2024-08-19,3,2254.6,True
CUST003196,SKU0054,2024-10-01,SKU0050,2024-10-24,5,1755.25,True
CUST003197,SKU0011,2025-04-12,,,1,803.7,False
CUST003200,SKU0209,2024-11-07,SKU0014,2025-01-14,4,2929.9,True
CUST003201,SKU0072,2025-02-01,SKU0151,2025-12-13,3,2158.4,True
CUST003202,SKU0040,2024-02-16,SKU0045,2024-03-11,4,3612.1,True
CUST003203,SKU0009,2025-11-04,,,1,1245.45,False
CUST003205,SKU0141,2025-05-01,,,1,1144.0,False
CUST003206,SKU0257,2024-03-25,SKU0054,2024-05-21,2,1452.65,True
CUST003208,SKU0111,2025-11-29,,,1,712.0,False
CUST003209,SKU0056,2025-06-29,SKU0056,2025-09-11,2,849.6,True
CUST003210,SKU0019,2024-07-03,SKU0010,2024-11-15,3,1953.0,True
CUST003211,SKU0027,2024-01-04,,,1,900.8,False
CUST003212,SKU0053,2025-03-18,,,1,1744.5,False
CUST003213,SKU0034,2024-10-05,SKU0010,2024-10-06,2,954.9,True
CUST003214,SKU0010,2024-03-06,SKU0001,2024-12-31,3,544.0,True
CUST003215,SKU0008,2024-08-12,SKU0064,2024-12-07,2,950.0,True
CUST003216,SKU0055,2025-07-09,SKU0084,2025-10-17,2,1288.6,True
CUST003217,SKU0034,2024-04-08,SKU0041,2025-05-04,2,323.85,True
CUST003218,SKU0001,2024-01-24,SKU0050,2024-07-11,3,174.0,True
CUST003219,SKU0256,2024-02-07,SKU0035,2024-12-05,5,472.0,True
CUST003220,SKU0025,2024-02-10,SKU0001,2025-02-19,7,1470.0,True
CUST003221,SKU0166,2024-01-09,SKU0043,2024-02-28,3,4100.5,True
CUST003223,SKU0248,2024-04-21,SKU0053,2025-07-29,2,1483.2,True
CUST003224,SKU0013,2024-02-25,,,1,576.8,False
CUST003225,SKU0010,2024-02-05,,,1,646.0,False
CUST003226,SKU0230,2025-10-16,SKU0005,2025-10-24,2,1099.2,True
CUST003227,SKU0031,2024-02-23,SKU0039,2025-01-21,3,875.5,True
CUST003228,SKU0243,2024-09-26,SKU0010,2024-10-13,4,3857.0,True
CUST003229,SKU0014,2024-01-21,SKU0044,2025-06-13,3,998.45,True
CUST003230,SKU0136,2024-03-16,SKU0052,2025-08-20,2,1143.9,True
CUST003231,SKU0013,2024-04-02,SKU0021,2025-04-12,2,684.95,True
CUST003232,SKU0118,2024-01-28,SKU0033,2024-02-19,4,1321.1,True
CUST003233,SKU0002,2024-04-08,SKU0045,2024-10-18,3,967.0,True
CUST003234,SKU0055,2024-01-05,SKU0190,2024-01-29,3,2322.0,True
CUST003235,SKU0045,2024-05-16,SKU0032,2025-09-17,2,2318.0,True
CUST003236,SKU0028,2024-05-22,SKU0086,2024-08-02,3,1420.9,True
CUST003238,SKU0045,2024-09-19,SKU0007,2025-03-28,3,549.0,True
CUST003239,SKU0014,2025-08-30,SKU0013,2025-11-18,2,1561.8,True
CUST003240,SKU0251,2024-08-16,SKU0016,2024-10-11,4,2673.8,True
CUST003242,SKU0158,2025-04-22,,,1,980.4,False
CUST003243,SKU0014,2025-09-02,SKU0027,2025-10-27,2,4785.6,True
CUST003244,SKU0041,2025-01-10,SKU0015,2025-02-18,4,3221.55,True
CUST003245,SKU0036,2025-02-19,SKU0083,2025-03-13,2,4197.9,True
CUST003246,SKU0114,2024-01-15,SKU0037,2025-04-11,2,945.2,True
CUST003247,SKU0015,2024-11-04,SKU0014,2025-08-02,3,933.6,True
CUST003248,SKU0017,2024-05-20,SKU0170,2025-11-02,2,338.3,True
CUST003249,SKU0003,2024-10-11,SKU0003,2025-12-25,2,836.1,True
CUST003250,SKU0148,2024-05-10,SKU0115,2024-06-02,3,1990.15,True
CUST003251,SKU0017,2025-01-13,,,1,398.0,False
CUST003252,SKU0055,2024-01-02,SKU0001,2025-03-23,2,1516.0,True
CUST003253,SKU0015,2025-07-14,,,1,1050.3,False
CUST003254,SKU0072,2024-10-07,,,1,852.0,False
CUST003255,SKU0034,2025-03-18,,,1,381.0,False
CUST003256,SKU0031,2025-01-31,SKU0040,2025-08-21,2,463.5,True
CUST003257,SKU0052,2024-03-17,SKU0015,2024-06-30,5,921.6,True
CUST003258,SKU0272,2025-01-29,,,1,227.25,False
CUST003260,SKU0025,2025-04-05,,,1,5586.0,False
CUST003261,SKU0003,2025-09-16,,,1,3344.4,False
CUST003262,SKU0186,2025-01-10,SKU0005,2025-10-10,2,1189.4,True
CUST003263,SKU0098,2025-01-10,,,1,882.0,False
CUST003264,SKU0016,2025-02-14,SKU0021,2025-03-12,4,1184.5,True
CUST003265,SKU0040,2024-05-22,,,1,2459.1,False
CUST003266,SKU0044,2024-09-15,SKU0012,2025-04-20,4,1016.5,True
CUST003267,SKU0043,2024-06-15,SKU0045,2025-07-23,2,903.6,True
CUST003268,SKU0003,2024-02-27,,,1,1579.3,False
CUST003269,SKU0053,2024-02-07,SKU0233,2024-02-12,3,6071.6,True
CUST003270,SKU0044,2024-02-23,SKU0036,2025-06-14,2,1070.0,True
CUST003271,SKU0045,2024-08-13,SKU0011,2024-11-04,5,1352.7,True
CUST003273,SKU0042,2024-07-11,SKU0034,2025-02-28,4,2172.0,True
CUST003274,SKU0001,2024-02-16,SKU0186,2024-02-21,6,2811.4,True
CUST003275,SKU0034,2025-03-31,SKU0016,2025-04-20,5,2183.35,True
CUST003276,SKU0081,2024-04-22,SKU0039,2024-11-15,6,428.4,True
CUST003277,SKU0038,2024-02-19,SKU0047,2024-04-03,3,3092.0,True
CUST003278,SKU0016,2024-05-07,SKU0027,2024-09-30,2,363.0,True
CUST003279,SKU0049,2024-07-02,SKU0051,2024-11-13,3,1269.0,True
CUST003280,SKU0021,2024-02-04,SKU0034,2025-11-02,2,773.1,True
CUST003282,SKU0040,2024-07-22,,,1,1990.7,False
CUST003283,SKU0017,2024-03-16,SKU0024,2024-09-17,6,278.6,True
CUST003284,SKU0048,2025-04-14,SKU0214,2025-07-18,2,994.0,True
CUST003285,SKU0013,2024-05-24,,,1,612.85,False
CUST003287,SKU0049,2024-07-27,,,1,2820.0,False
CUST003288,SKU0015,2024-05-09,,,1,1108.65,False
CUST003289,SKU0002,2024-03-01,SKU0040,2024-03-08,4,3074.8,True
CUST003290,SKU0054,2024-04-29,SKU0011,2025-07-29,2,1142.4,True
CUST003291,SKU0055,2024-04-26,SKU0228,2024-07-30,3,606.4,True
CUST003292,SKU0044,2025-09-15,,,1,1070.0,False
CUST003293,SKU0215,2025-03-26,,,1,1468.0,False
CUST003294,SKU0061,2024-04-11,SKU0007,2025-12-02,2,437.0,True
CUST003296,SKU0060,2025-01-28,,,1,341.6,False
CUST003297,SKU0040,2024-03-26,SKU0040,2024-08-05,3,3161.7,True
CUST003298,SKU0011,2024-06-06,SKU0039,2024-06-23,5,1233.0,True
CUST003299,SKU0271,2025-08-06,SKU0010,2025-09-26,3,2031.8,True
CUST003300,SKU0047,2025-01-23,SKU0051,2025-03-23,4,1732.8,True
CUST003301,SKU0001,2024-02-08,SKU0010,2024-02-20,5,2044.8,True
CUST003302,SKU0050,2024-04-26,SKU0135,2025-12-20,2,470.05,True
CUST003303,SKU0049,2024-06-25,SKU0004,2025-03-24,2,3807.0,True
CUST003304,SKU0032,2025-04-18,,,1,561.0,False
CUST003305,SKU0008,2024-02-27,SKU0035,2024-03-22,5,1931.6,True
CUST003306,SKU0055,2024-06-06,SKU0013,2024-09-11,5,720.1,True
CUST003307,SKU0257,2024-07-07,SKU0220,2024-10-15,4,955.4,True
CUST003309,SKU0034,2024-01-23,SKU0243,2024-09-29,2,342.9,True
CUST003310,SKU0007,2024-01-25,SKU0007,2024-06-24,3,1024.8,True
CUST003311,SKU0043,2024-01-18,SKU0013,2024-03-11,6,3016.4,True
CUST003312,SKU0051,2024-05-17,SKU0046,2024-10-26,3,367.5,True
CUST003313,SKU0048,2024-11-17,,,1,695.8,False
CUST003314,SKU0003,2025-06-14,SKU0038,2025-11-16,2,2508.3,True
CUST003315,SKU0032,2024-03-07,SKU0103,2024-10-12,3,495.0,True
CUST003316,SKU0044,2024-02-15,SKU0042,2024-06-16,3,802.5,True
CUST003317,SKU0037,2024-03-13,SKU0082,2025-01-06,2,429.3,True
CUST003318,SKU0001,2024-08-06,SKU0043,2025-05-16,2,220.4,True
CUST003319,SKU0055,2025-06-04,,,1,2160.3,False
CUST003320,SKU0031,2025-07-17,SKU0048,2025-10-07,2,2075.5,True
CUST003321,SKU0051,2024-11-02,,,1,840.0,False
CUST003322,SKU0024,2025-07-28,,,1,232.9,False
CUST003324,SKU0039,2024-02-28,SKU0003,2025-01-26,4,720.0,True
CUST003325,SKU0034,2025-05-25,,,1,342.9,False
CUST003326,SKU0008,2024-02-12,SKU0007,2024-11-18,2,807.5,True
CUST003327,SKU0054,2024-07-03,SKU0196,2025-10-04,2,1285.2,True
CUST003328,SKU0248,2024-03-01,SKU0030,2024-07-02,5,2472.0,True
CUST003329,SKU0042,2024-09-08,SKU0038,2024-10-23,5,1032.6,True
CUST003330,SKU0040,2024-05-17,SKU0014,2024-12-15,2,819.7,True
CUST003331,SKU0031,2025-05-25,SKU0005,2025-07-03,2,2009.7,True
CUST003332,SKU0028,2024-06-08,SKU0033,2024-06-21,3,861.4,True
CUST003333,SKU0030,2024-01-23,SKU0038,2024-06-21,2,261.9,True
CUST003334,SKU0034,2024-05-05,,,1,381.0,False
CUST003335,SKU0036,2025-04-20,SKU0038,2025-07-02,2,2419.65,True
CUST003336,SKU0019,2024-05-12,,,1,922.25,False
CUST003337,SKU0187,2024-05-18,SKU0048,2024-06-28,3,2798.9,True
CUST003338,SKU0001,2025-04-24,SKU0031,2025-06-02,3,1198.9,True
CUST003339,SKU0166,2024-01-06,SKU0006,2024-05-30,5,1146.65,True
CUST003340,SKU0084,2025-02-18,SKU0269,2025-05-26,3,1313.0,True
CUST003341,SKU0034,2024-04-28,SKU0014,2024-07-26,3,1760.45,True
CUST003342,SKU0082,2024-06-25,SKU0039,2024-07-18,4,3430.4,True
CUST003343,SKU0261,2024-10-04,SKU0243,2024-12-03,3,3448.85,True
CUST003345,SKU0055,2025-10-08,,,1,682.2,False
CUST003346,SKU0042,2024-11-26,,,1,687.8,False
CUST003347,SKU0015,2024-01-07,SKU0102,2024-02-27,5,4475.6,True
CUST003348,SKU0048,2024-11-22,,,1,795.2,False
CUST003349,SKU0257,2024-02-20,SKU0048,2024-05-29,3,505.8,True
CUST003351,SKU0013,2024-11-02,,,1,2884.0,False
CUST003352,SKU0009,2024-01-22,,,1,1245.45,False
CUST003353,SKU0247,2024-07-08,,,1,1134.9,False
CUST003354,SKU0054,2024-04-11,SKU0032,2024-05-18,4,1769.4,True
CUST003355,SKU0193,2025-03-29,SKU0011,2025-10-29,2,1312.9,True
CUST003356,SKU0131,2025-06-09,SKU0019,2025-12-10,2,225.9,True
