customer_id,first_sku_id,first_order_date,second_sku_id,second_order_date,total_orders_lifetime,ltv_90d
CUST010449,SKU0037,2025-08-29,,,1,381.6
CUST010450,SKU0032,2024-04-18,SKU0050,2024-09-05,2,594.0
CUST010451,SKU0040,2025-12-29,,,1,1171.0
CUST010452,SKU0051,2024-08-01,SKU0060,2024-09-17,3,812.25
CUST010453,SKU0065,2024-01-01,SKU0040,2025-08-06,2,665.0
CUST010454,SKU0044,2024-01-03,,,1,909.5
CUST010457,SKU0224,2024-01-25,SKU0021,2024-04-27,7,1062.0
CUST010459,SKU0050,2024-07-14,SKU0250,2024-08-23,2,1465.6
CUST010460,SKU0038,2024-06-04,,,1,435.2
CUST010461,SKU0035,2025-01-19,,,1,1998.4
CUST010462,SKU0027,2024-02-04,SKU0027,2024-02-21,3,2139.4
CUST010463,SKU0012,2024-05-22,SKU0235,2024-10-03,3,2776.95
CUST010464,SKU0254,2024-02-29,SKU0028,2025-01-27,3,1213.5
CUST010465,SKU0044,2024-03-07,SKU0006,2024-04-20,3,2358.9
CUST010466,SKU0186,2024-01-15,SKU0131,2024-03-31,3,783.1
CUST010467,SKU0024,2024-05-06,SKU0021,2024-11-24,3,232.9
CUST010468,SKU0054,2024-06-10,,,1,1356.6
CUST010469,SKU0025,2024-09-23,SKU0165,2025-08-02,3,1323.0
CUST010470,SKU0009,2025-03-03,SKU0028,2025-06-12,2,2359.8
CUST010471,SKU0001,2025-11-10,SKU0001,2025-11-24,2,556.8
CUST010472,SKU0008,2024-05-01,SKU0049,2025-01-16,5,1710.0
CUST010473,SKU0047,2024-06-16,SKU0047,2025-02-17,4,2281.4
CUST010474,SKU0011,2024-04-23,SKU0054,2024-11-03,5,669.75
CUST010475,SKU0055,2024-01-08,SKU0001,2024-07-13,3,606.4
CUST010476,SKU0013,2024-06-16,SKU0017,2024-08-24,5,1027.0
CUST010477,SKU0036,2025-01-26,SKU0037,2025-10-04,2,1386.05
CUST010478,SKU0108,2024-07-05,SKU0052,2024-09-29,2,1188.8
CUST010480,SKU0012,2024-03-16,SKU0086,2024-10-08,5,2776.95
CUST010482,SKU0104,2025-05-10,,,1,998.75
CUST010483,SKU0010,2024-11-15,SKU0003,2025-09-07,2,1428.0
CUST010484,SKU0248,2025-01-06,SKU0003,2025-11-19,2,659.2
CUST010485,SKU0094,2024-07-21,SKU0043,2025-01-12,4,723.6
CUST010486,SKU0019,2024-11-01,SKU0056,2025-11-17,2,3038.0
CUST010487,SKU0004,2024-08-09,SKU0038,2024-11-09,5,1251.0
CUST010488,SKU0005,2024-01-13,SKU0031,2024-06-26,4,340.85
CUST010489,SKU0003,2024-04-23,SKU0242,2024-10-30,2,1858.0
CUST010490,SKU0001,2024-09-07,,,1,591.6
CUST010491,SKU0187,2024-10-04,SKU0011,2024-10-08,4,2106.15
CUST010492,SKU0278,2024-04-08,SKU0032,2024-12-20,2,2638.4
CUST010493,SKU0025,2025-10-12,,,1,2352.0
CUST010494,SKU0175,2025-05-15,SKU0199,2025-10-30,2,2259.6
CUST010495,SKU0007,2024-12-04,SKU0234,2025-09-03,3,1244.4
CUST010497,SKU0001,2024-05-03,,,1,696.0
CUST010499,SKU0046,2024-11-23,SKU0037,2025-11-03,3,220.5
CUST010501,SKU0057,2024-11-12,,,1,2637.0
CUST010502,SKU0262,2024-01-24,SKU0015,2024-10-24,3,1112.45
CUST010503,SKU0084,2025-02-04,,,1,1313.0
CUST010504,SKU0138,2024-12-14,SKU0007,2025-02-17,2,1846.2
CUST010505,SKU0029,2024-03-26,SKU0038,2024-09-20,3,964.0
CUST010506,SKU0131,2024-04-29,SKU0024,2025-04-14,4,225.9
CUST010507,SKU0152,2024-05-16,SKU0017,2025-02-21,3,1456.2
CUST010508,SKU0043,2024-11-07,SKU0019,2024-12-15,2,2382.1
CUST010509,SKU0038,2025-02-18,,,1,2067.2
CUST010510,SKU0014,2024-08-08,SKU0014,2024-10-26,4,1734.15
CUST010511,SKU0047,2024-07-27,,,1,1207.8
CUST010512,SKU0025,2024-11-23,SKU0042,2025-04-22,2,2646.0
CUST010513,SKU0049,2024-02-23,SKU0153,2024-08-02,5,5358.0
CUST010514,SKU0227,2024-04-20,SKU0048,2024-10-15,2,265.5
CUST010515,SKU0159,2024-08-03,SKU0028,2024-08-31,2,2867.9
CUST010516,SKU0053,2024-02-02,SKU0004,2025-12-14,2,1744.5
CUST010517,SKU0008,2024-07-30,SKU0030,2025-07-19,2,760.0
CUST010518,SKU0046,2024-06-02,SKU0066,2025-12-07,2,249.9
CUST010519,SKU0009,2024-01-18,SKU0016,2024-02-05,4,2174.2
CUST010520,SKU0055,2024-06-05,SKU0055,2024-09-04,3,2160.3
CUST010521,SKU0048,2024-10-13,SKU0011,2024-12-15,2,1603.95
CUST010522,SKU0037,2025-03-28,SKU0010,2025-07-15,2,429.3
CUST010523,SKU0039,2024-09-03,SKU0050,2025-03-08,2,1140.0
CUST010524,SKU0014,2024-02-17,SKU0114,2024-12-22,3,2680.05
CUST010525,SKU0017,2024-12-23,SKU0027,2025-10-03,2,796.0
CUST010526,SKU0045,2024-12-27,SKU0272,2025-03-22,4,2238.85
CUST010527,SKU0040,2025-06-19,,,1,995.35
CUST010528,SKU0090,2024-03-07,SKU0051,2024-11-02,4,561.6
CUST010529,SKU0028,2024-03-23,SKU0154,2024-11-15,2,676.4
CUST010530,SKU0010,2024-01-16,SKU0013,2025-02-21,2,578.0
CUST010531,SKU0036,2025-08-20,,,1,2334.4
CUST010532,SKU0168,2025-06-18,SKU0052,2025-08-10,2,1258.0
CUST010533,SKU0030,2024-03-07,SKU0021,2025-12-07,3,247.35
CUST010534,SKU0036,2025-09-02,,,1,5252.4
CUST010535,SKU0236,2024-01-21,SKU0051,2024-03-27,2,1449.15
CUST010536,SKU0013,2024-08-26,SKU0050,2024-12-17,4,721.0
CUST010537,SKU0055,2024-04-25,SKU0016,2025-07-31,2,1516.0
CUST010538,SKU0188,2024-08-06,,,1,174.4
CUST010539,SKU0262,2024-07-30,SKU0031,2025-12-10,2,878.25
CUST010540,SKU0027,2024-06-24,,,1,957.1
CUST010541,SKU0031,2024-06-06,,,1,489.25
CUST010542,SKU0103,2025-04-13,,,1,618.0
CUST010543,SKU0045,2024-04-09,SKU0042,2024-11-15,4,1098.0
CUST010544,SKU0013,2024-02-06,,,1,684.95
CUST010545,SKU0027,2024-04-15,SKU0031,2024-06-07,3,1476.9
CUST010546,SKU0014,2024-10-19,SKU0025,2024-12-13,3,6219.4
CUST010548,SKU0009,2025-02-15,SKU0027,2025-05-11,2,6000.0
CUST010549,SKU0005,2024-01-27,SKU0034,2025-05-24,3,401.0
CUST010550,SKU0216,2024-04-22,SKU0047,2025-01-11,3,679.25
CUST010551,SKU0014,2024-02-11,SKU0028,2024-03-31,3,1515.5
CUST010552,SKU0001,2024-04-10,,,1,742.4
CUST010553,SKU0011,2025-01-16,SKU0016,2025-09-14,2,1428.8
CUST010555,SKU0056,2024-08-25,SKU0005,2024-11-07,2,1048.85
CUST010558,SKU0010,2025-01-23,SKU0011,2025-03-03,4,2432.0
CUST010559,SKU0007,2025-03-05,SKU0033,2025-10-07,2,1317.6
CUST010560,SKU0044,2024-02-03,SKU0025,2024-04-05,3,2232.5
CUST010561,SKU0017,2024-09-15,SKU0047,2025-11-07,3,796.0
CUST010563,SKU0009,2025-09-29,,,1,1114.35
CUST010564,SKU0030,2024-07-15,SKU0006,2025-07-26,2,261.9
CUST010566,SKU0056,2025-02-11,SKU0027,2025-11-06,2,1793.6
CUST010567,SKU0011,2024-03-02,SKU0010,2024-11-01,2,1607.4
CUST010568,SKU0011,2024-02-22,SKU0037,2025-02-27,3,759.05
CUST010569,SKU0017,2025-11-17,,,1,378.1
CUST010570,SKU0035,2024-01-02,SKU0002,2024-02-10,3,1738.55
CUST010571,SKU0199,2024-08-27,SKU0055,2024-10-23,5,2000.4
CUST010572,SKU0031,2024-07-09,SKU0051,2024-08-19,5,1436.25
CUST010573,SKU0027,2025-09-03,,,1,3828.4
CUST010574,SKU0227,2024-08-16,SKU0006,2024-08-19,4,2040.0
CUST010575,SKU0036,2025-12-01,SKU0202,2025-12-26,2,4771.2
CUST010576,SKU0013,2024-04-04,SKU0013,2024-07-12,5,1081.5
CUST010577,SKU0043,2024-10-14,SKU0002,2025-03-27,4,1907.6
CUST010578,SKU0012,2024-08-23,,,1,871.2
CUST010579,SKU0009,2024-04-11,SKU0036,2024-06-15,3,5394.1
CUST010580,SKU0034,2025-01-07,SKU0049,2025-08-18,2,381.0
CUST010581,SKU0038,2024-02-12,SKU0010,2024-09-09,5,462.4
CUST010582,SKU0033,2025-04-29,,,1,685.9
CUST010583,SKU0056,2025-10-29,,,1,330.4
CUST010584,SKU0014,2024-09-15,,,1,893.35
CUST010585,SKU0055,2024-10-30,SKU0052,2025-03-05,2,1288.6
CUST010586,SKU0189,2024-09-23,SKU0004,2024-11-13,4,1569.25
CUST010587,SKU0031,2024-01-07,SKU0029,2024-04-09,2,875.5
CUST010588,SKU0040,2024-06-08,SKU0047,2025-02-15,2,1171.0
CUST010589,SKU0054,2025-11-01,,,1,2713.2
CUST010590,SKU0052,2024-04-08,SKU0014,2024-12-11,5,512.0
CUST010591,SKU0014,2024-09-16,SKU0044,2025-06-12,2,788.25
CUST010592,SKU0029,2024-02-05,SKU0048,2024-04-20,4,1811.9
CUST010593,SKU0044,2025-01-15,,,1,1016.5
CUST010594,SKU0055,2024-01-15,SKU0224,2024-04-24,4,644.3
CUST010595,SKU0042,2024-07-28,,,1,1448.0
CUST010596,SKU0012,2024-03-06,SKU0048,2024-04-08,2,4180.6
CUST010597,SKU0027,2024-02-15,SKU0009,2024-02-20,4,2907.35
CUST010598,SKU0032,2024-05-14,SKU0027,2024-10-19,3,1188.0
CUST010599,SKU0094,2024-10-09,,,1,683.4
CUST010600,SKU0047,2025-05-01,,,1,2281.4
CUST010601,SKU0056,2024-02-21,SKU0009,2024-05-11,3,1720.1
CUST010603,SKU0045,2024-07-06,,,1,488.0
CUST010604,SKU0273,2024-07-15,SKU0014,2024-10-19,10,986.4
CUST010605,SKU0027,2025-03-14,,,1,1069.7
CUST010606,SKU0033,2025-11-19,,,1,2888.0
CUST010607,SKU0013,2024-02-26,SKU0039,2025-02-27,3,1369.9
CUST010608,SKU0038,2024-10-14,SKU0028,2025-11-09,2,979.2
CUST010609,SKU0046,2024-08-04,,,1,264.6
CUST010610,SKU0027,2024-05-26,SKU0052,2024-07-16,2,1612.4
CUST010611,SKU0029,2024-08-17,SKU0039,2025-11-12,2,964.0
CUST010612,SKU0011,2024-05-12,SKU0035,2025-09-02,2,803.7
CUST010613,SKU0011,2024-12-24,,,1,2679.0
CUST010614,SKU0035,2024-03-10,SKU0025,2025-05-08,4,999.2
CUST010615,SKU0241,2025-05-15,SKU0054,2025-09-11,3,3437.4
CUST010616,SKU0147,2024-05-26,SKU0013,2025-03-08,5,3215.7
CUST010617,SKU0011,2024-09-06,SKU0176,2025-07-19,2,2009.25
CUST010618,SKU0036,2025-05-11,SKU0050,2025-07-03,3,3082.7
CUST010619,SKU0273,2025-04-14,SKU0041,2025-10-17,2,1096.0
CUST010620,SKU0045,2025-06-13,,,1,976.0
CUST010622,SKU0035,2024-06-27,SKU0030,2025-01-22,3,1186.55
CUST010623,SKU0268,2024-07-12,SKU0011,2024-10-12,3,464.1
CUST010624,SKU0055,2024-01-24,SKU0042,2024-09-21,5,720.1
CUST010625,SKU0027,2025-05-05,SKU0038,2025-07-05,2,2645.4
CUST010626,SKU0056,2025-02-23,,,1,1274.4
CUST010627,SKU0014,2025-08-06,,,1,1051.0
CUST010628,SKU0046,2025-08-31,,,1,617.4
CUST010629,SKU0013,2024-01-18,SKU0031,2025-08-15,2,1622.25
CUST010630,SKU0027,2025-11-17,SKU0090,2025-12-15,2,3078.7
CUST010631,SKU0017,2025-05-13,SKU0138,2025-11-02,2,398.0
CUST010632,SKU0080,2025-04-28,,,1,1075.5
CUST010634,SKU0040,2024-03-03,SKU0031,2024-11-29,3,1990.7
CUST010635,SKU0049,2024-01-11,SKU0178,2025-09-25,3,1128.0
CUST010636,SKU0013,2024-02-28,SKU0009,2024-10-18,5,1622.25
CUST010637,SKU0002,2024-11-25,SKU0133,2025-07-30,2,870.3
CUST010638,SKU0053,2025-02-18,,,1,3489.0
CUST010640,SKU0040,2025-08-23,,,1,995.35
CUST010641,SKU0035,2025-09-30,SKU0070,2025-12-11,2,2946.1
CUST010642,SKU0045,2024-01-07,SKU0014,2024-07-03,2,610.0
CUST010644,SKU0016,2024-03-28,SKU0056,2024-07-15,2,459.8
CUST010645,SKU0004,2024-09-16,SKU0055,2025-03-08,2,2502.0
CUST010646,SKU0221,2024-01-20,SKU0004,2024-06-24,3,2200.65
CUST010648,SKU0037,2025-05-15,SKU0025,2025-06-21,2,1803.9
CUST010649,SKU0115,2025-05-15,,,1,1195.2
CUST010650,SKU0009,2024-03-12,SKU0107,2024-07-15,4,1311.0
CUST010651,SKU0048,2024-01-10,SKU0016,2024-11-17,2,2385.6
CUST010652,SKU0032,2024-02-19,SKU0030,2025-07-12,4,1980.0
CUST010653,SKU0030,2025-06-13,,,1,247.35
CUST010654,SKU0005,2024-07-30,SKU0240,2025-02-12,3,1363.4
CUST010655,SKU0032,2024-11-04,SKU0035,2025-06-30,4,528.0
CUST010656,SKU0027,2024-06-10,SKU0271,2024-08-02,4,1764.4
CUST010658,SKU0175,2024-09-05,,,1,1022.2
CUST010659,SKU0012,2024-01-04,SKU0008,2024-05-01,2,2178.0
CUST010660,SKU0011,2024-04-01,,,1,893.0
CUST010661,SKU0056,2024-11-05,,,1,448.4
CUST010662,SKU0033,2024-02-18,SKU0225,2025-12-02,2,722.0
CUST010664,SKU0027,2024-04-24,SKU0014,2024-10-31,3,3378.0
CUST010665,SKU0014,2024-04-09,SKU0050,2024-04-27,4,2655.0
CUST010666,SKU0015,2024-05-15,,,1,1167.0
CUST010667,SKU0052,2024-09-12,SKU0003,2024-10-15,4,3043.0
CUST010668,SKU0013,2024-01-24,SKU0031,2024-10-11,3,684.95
CUST010670,SKU0227,2024-10-21,SKU0056,2024-11-13,3,681.45
CUST010671,SKU0014,2025-05-07,SKU0042,2025-05-28,2,1581.15
CUST010672,SKU0079,2024-05-17,SKU0193,2024-07-11,4,6693.1
CUST010673,SKU0016,2024-02-01,,,1,459.8
CUST010674,SKU0031,2024-07-29,SKU0069,2025-08-24,2,515.0
CUST010675,SKU0004,2024-04-05,SKU0029,2025-01-07,2,1188.45
CUST010676,SKU0243,2024-06-16,,,1,3069.9
CUST010677,SKU0051,2024-07-05,SKU0039,2024-08-15,3,1126.25
CUST010678,SKU0050,2024-07-04,,,1,553.0
CUST010679,SKU0021,2024-10-21,SKU0038,2025-04-24,4,2319.3
CUST010680,SKU0053,2025-06-08,,,1,1163.0
CUST010681,SKU0159,2025-07-09,,,1,2395.8
CUST010682,SKU0051,2024-02-10,SKU0224,2025-04-30,2,997.5
CUST010683,SKU0027,2024-09-13,SKU0039,2025-06-03,3,2139.4
CUST010684,SKU0014,2024-12-27,SKU0279,2025-04-09,2,840.8
CUST010685,SKU0138,2024-07-31,SKU0025,2025-02-14,3,546.0
CUST010686,SKU0136,2024-09-26,,,1,2033.6
CUST010687,SKU0009,2024-12-08,,,1,2622.0
CUST010688,SKU0051,2024-07-13,SKU0031,2025-09-12,2,446.25
CUST010689,SKU0036,2024-07-13,SKU0093,2024-09-10,3,3576.8
CUST010690,SKU0195,2024-03-03,SKU0011,2024-09-12,4,755.65
CUST010691,SKU0040,2024-05-30,SKU0098,2024-08-19,2,4170.35
CUST010692,SKU0008,2024-02-15,SKU0047,2024-05-22,2,950.0
CUST010693,SKU0240,2024-08-03,SKU0048,2025-10-16,2,224.25
CUST010695,SKU0010,2024-11-12,SKU0164,2024-12-07,4,3021.4
CUST010696,SKU0029,2024-05-20,SKU0042,2025-04-07,2,964.0
CUST010697,SKU0021,2025-07-05,,,1,730.15
CUST010698,SKU0056,2024-06-22,SKU0005,2025-01-09,2,424.8
CUST010699,SKU0006,2024-05-05,,,1,932.4
CUST010700,SKU0033,2024-07-10,,,1,649.8
CUST010701,SKU0001,2025-07-10,SKU0057,2025-09-18,2,1589.6
CUST010702,SKU0056,2025-01-11,,,1,802.4
CUST010703,SKU0001,2024-10-30,,,1,208.8
CUST010704,SKU0114,2024-07-02,SKU0001,2025-08-14,3,472.6
CUST010705,SKU0013,2024-01-06,,,1,1225.7
CUST010706,SKU0040,2024-10-24,SKU0109,2025-04-04,4,878.25
CUST010707,SKU0009,2025-03-30,SKU0229,2025-07-03,2,1048.8
CUST010708,SKU0051,2024-12-29,,,1,525.0
CUST010709,SKU0086,2024-05-25,SKU0051,2025-10-17,2,750.6
CUST010710,SKU0014,2024-01-24,,,1,788.25
CUST010711,SKU0252,2024-06-12,SKU0043,2024-07-07,3,3654.7
CUST010712,SKU0009,2024-07-08,SKU0052,2025-04-23,3,1311.0
CUST010713,SKU0037,2024-09-21,,,1,858.6
CUST010714,SKU0011,2024-03-09,SKU0246,2024-05-20,3,1468.75
CUST010715,SKU0032,2025-01-11,,,1,462.0
CUST010716,SKU0269,2024-11-20,,,1,1151.75
CUST010717,SKU0038,2025-11-07,,,1,462.4
CUST010718,SKU0037,2025-01-07,SKU0014,2025-02-17,3,2927.85
CUST010719,SKU0055,2024-02-11,SKU0084,2024-10-26,4,644.3
CUST010720,SKU0197,2025-03-10,SKU0053,2025-08-15,4,1824.0
CUST010722,SKU0003,2025-09-09,,,1,1393.5
CUST010723,SKU0048,2025-05-23,,,1,844.9
CUST010724,SKU0002,2024-02-24,,,1,870.3
CUST010725,SKU0195,2024-03-23,SKU0038,2024-04-02,6,2650.4
CUST010726,SKU0034,2024-04-06,SKU0244,2024-09-17,2,381.0
CUST010727,SKU0005,2024-05-19,,,1,340.85
CUST010728,SKU0065,2024-07-17,SKU0027,2024-09-16,5,2386.0
CUST010729,SKU0049,2025-08-09,,,1,2397.0
CUST010730,SKU0004,2024-02-17,SKU0045,2024-03-18,4,1861.0
CUST010732,SKU0053,2024-01-21,SKU0211,2024-12-18,4,988.55
CUST010733,SKU0041,2024-11-06,,,1,518.7
CUST010734,SKU0012,2024-02-26,SKU0004,2025-07-30,3,1742.4
CUST010735,SKU0030,2024-07-02,SKU0215,2025-03-30,2,523.8
CUST010736,SKU0035,2024-09-02,SKU0027,2024-11-24,5,4439.65
CUST010737,SKU0049,2025-06-26,SKU0047,2025-09-27,2,2538.0
CUST010738,SKU0038,2024-02-05,,,1,408.0
CUST010739,SKU0007,2024-04-29,,,1,3294.0
CUST010740,SKU0017,2024-08-29,SKU0234,2024-10-27,3,1957.7
CUST010741,SKU0040,2024-02-07,SKU0258,2024-03-14,5,1836.0
CUST010742,SKU0006,2024-03-22,SKU0047,2024-03-31,4,1706.8
CUST010743,SKU0035,2024-07-06,SKU0031,2024-10-09,3,1249.0
CUST010744,SKU0097,2025-05-10,,,1,678.3
CUST010745,SKU0021,2024-04-04,SKU0038,2024-07-16,4,859.0
CUST010746,SKU0015,2024-12-22,SKU0056,2025-01-09,2,1462.65
CUST010748,SKU0015,2024-02-20,SKU0128,2024-04-02,3,2062.2
CUST010749,SKU0004,2025-03-19,,,1,1063.35
CUST010750,SKU0055,2024-02-10,SKU0083,2025-01-28,4,758.0
CUST010751,SKU0215,2024-09-14,,,1,513.8
CUST010752,SKU0254,2024-10-27,SKU0011,2024-12-01,3,1231.85
CUST010753,SKU0047,2024-06-18,SKU0052,2025-05-09,4,1140.7
CUST010755,SKU0025,2025-01-07,SKU0017,2025-04-30,3,1396.5
CUST010756,SKU0243,2024-10-06,SKU0031,2025-05-10,2,795.9
CUST010757,SKU0010,2024-11-04,SKU0244,2025-02-18,4,952.0
CUST010758,SKU0010,2024-05-30,SKU0056,2025-01-23,2,646.0
CUST010759,SKU0249,2025-01-05,SKU0001,2025-04-15,3,541.5
CUST010760,SKU0031,2024-06-24,SKU0171,2025-01-18,5,437.75
CUST010761,SKU0037,2024-04-03,SKU0002,2024-10-18,5,453.15
CUST010763,SKU0014,2025-09-28,,,1,1786.7
CUST010764,SKU0019,2024-04-14,SKU0008,2025-07-04,3,1519.0
CUST010765,SKU0123,2024-11-27,SKU0045,2025-10-02,2,706.5
CUST010766,SKU0006,2024-02-16,SKU0047,2025-06-28,4,1332.0
CUST010767,SKU0067,2024-02-06,SKU0089,2024-05-21,2,1715.3
CUST010769,SKU0115,2025-06-09,SKU0215,2025-10-06,2,929.6
CUST010771,SKU0021,2024-10-22,SKU0043,2025-01-23,2,859.0
CUST010772,SKU0030,2024-07-04,SKU0090,2024-09-18,5,1372.2
CUST010773,SKU0055,2024-12-01,SKU0046,2025-07-11,3,1288.6
CUST010774,SKU0046,2025-08-04,,,1,529.2
CUST010775,SKU0029,2025-08-12,,,1,2892.0
CUST010776,SKU0047,2024-06-03,SKU0010,2024-11-17,4,2415.6
CUST010777,SKU0145,2025-08-14,,,1,1202.7
CUST010779,SKU0037,2025-05-14,SKU0002,2025-05-24,2,2171.2
CUST010780,SKU0151,2025-07-17,,,1,838.85
CUST010782,SKU0013,2024-01-18,SKU0030,2025-01-02,4,1730.4
CUST010783,SKU0250,2024-07-17,SKU0011,2025-04-26,2,895.3
CUST010784,SKU0007,2025-02-13,,,1,1171.2
CUST010785,SKU0005,2024-01-08,,,1,681.7
CUST010786,SKU0049,2024-09-07,SKU0038,2025-12-28,2,1410.0
CUST010787,SKU0053,2024-03-15,,,1,2093.4
CUST010789,SKU0037,2024-05-19,SKU0246,2025-04-13,2,429.3
CUST010790,SKU0044,2024-03-12,SKU0010,2025-09-13,4,963.0
CUST010792,SKU0044,2024-02-17,SKU0003,2024-11-14,3,2033.0
CUST010794,SKU0013,2024-06-16,SKU0188,2025-03-17,2,2018.8
CUST010795,SKU0001,2024-01-04,SKU0034,2025-04-03,4,440.8
CUST010796,SKU0039,2024-05-12,SKU0003,2024-11-17,2,340.0
CUST010797,SKU0030,2024-01-27,SKU0034,2024-03-30,3,1113.3
CUST010798,SKU0040,2025-11-07,,,1,1171.0
CUST010799,SKU0251,2024-07-18,,,1,590.4
CUST010800,SKU0190,2024-05-19,SKU0048,2024-07-15,5,1559.3
CUST010802,SKU0044,2024-07-31,SKU0032,2025-06-09,2,2889.0
CUST010803,SKU0042,2025-07-19,SKU0010,2025-10-11,3,1915.2
CUST010804,SKU0111,2024-11-17,,,1,338.2
CUST010805,SKU0041,2025-07-14,SKU0074,2025-08-31,3,2237.95
CUST010806,SKU0067,2024-04-08,SKU0009,2025-01-07,4,857.65
CUST010807,SKU0014,2024-03-16,SKU0050,2025-08-26,2,998.45
CUST010808,SKU0013,2024-01-13,SKU0025,2024-06-12,3,1369.9
CUST010809,SKU0055,2024-03-29,SKU0259,2024-11-11,4,1137.0
CUST010810,SKU0048,2025-05-08,,,1,1391.6
CUST010812,SKU0010,2025-04-15,,,1,1836.0
CUST010813,SKU0013,2024-05-06,SKU0015,2025-01-16,3,721.0
CUST010814,SKU0049,2025-06-13,,,1,2397.0
CUST010815,SKU0056,2024-04-08,,,1,944.0
CUST010816,SKU0021,2024-01-17,SKU0034,2024-03-21,5,1096.95
CUST010817,SKU0177,2024-02-15,SKU0049,2024-10-03,3,2628.0
CUST010818,SKU0274,2024-06-21,SKU0163,2024-07-08,4,2620.65
CUST010819,SKU0015,2024-09-29,SKU0196,2025-08-13,2,2100.6
CUST010820,SKU0034,2024-01-25,SKU0003,2024-12-20,6,800.1
CUST010821,SKU0025,2024-01-21,SKU0049,2025-03-17,4,2499.0
CUST010823,SKU0024,2024-12-18,,,1,274.0
CUST010824,SKU0010,2025-06-21,,,1,544.0
CUST010825,SKU0045,2024-08-28,SKU0056,2025-10-20,2,457.5
CUST010826,SKU0043,2025-05-03,SKU0033,2025-06-19,2,1617.7
CUST010827,SKU0004,2024-08-30,SKU0009,2024-11-11,4,3154.95
CUST010828,SKU0126,2024-07-07,SKU0006,2024-07-14,4,1332.3
CUST010829,SKU0002,2024-04-17,SKU0039,2025-03-03,2,870.3
CUST010830,SKU0173,2025-06-13,,,1,600.4
CUST010831,SKU0038,2024-03-19,SKU0027,2025-02-01,2,380.8
CUST010832,SKU0042,2024-04-05,SKU0015,2024-06-02,2,2411.85
CUST010833,SKU0009,2024-04-07,SKU0017,2024-09-30,2,3343.05
CUST010834,SKU0029,2024-04-16,SKU0261,2024-11-15,3,915.8
CUST010835,SKU0138,2024-09-05,SKU0043,2025-02-06,2,518.7
CUST010836,SKU0162,2024-06-16,SKU0214,2025-01-02,5,529.2
CUST010837,SKU0150,2025-06-07,,,1,1278.0
CUST010838,SKU0053,2024-02-20,,,1,872.25
CUST010839,SKU0003,2024-01-26,SKU0048,2024-07-26,6,882.55
CUST010840,SKU0015,2024-03-26,SKU0009,2024-06-09,4,2346.9
CUST010841,SKU0042,2024-01-15,SKU0004,2024-05-17,2,687.8
CUST010842,SKU0250,2024-02-10,SKU0039,2025-09-12,2,3453.3
CUST010843,SKU0055,2024-06-02,SKU0037,2025-07-10,2,568.5
CUST010844,SKU0029,2024-01-20,SKU0126,2024-04-03,3,1652.2
CUST010845,SKU0016,2024-03-03,SKU0057,2024-07-21,2,1379.4
CUST010846,SKU0008,2024-05-22,SKU0046,2024-07-17,3,1557.2
CUST010847,SKU0052,2024-10-16,SKU0011,2025-09-22,2,204.8
CUST010848,SKU0014,2024-10-07,SKU0055,2025-09-28,2,945.9
CUST010849,SKU0037,2024-01-23,SKU0045,2024-11-09,4,1812.6
CUST010850,SKU0055,2024-09-03,SKU0032,2024-09-06,5,4777.95
CUST010851,SKU0015,2024-08-12,SKU0054,2024-09-05,5,4010.2
CUST010852,SKU0031,2025-01-14,SKU0131,2025-03-28,2,1023.5
CUST010853,SKU0001,2024-03-01,SKU0053,2024-03-07,4,1336.85
CUST010854,SKU0037,2024-09-08,SKU0243,2024-10-07,4,1903.9
CUST010855,SKU0005,2024-02-24,SKU0025,2024-04-24,5,3301.0
CUST010856,SKU0048,2024-09-09,SKU0212,2024-09-17,3,1768.1
CUST010857,SKU0182,2025-02-28,,,1,1179.2
CUST010858,SKU0009,2024-06-16,SKU0042,2025-02-06,3,983.25
CUST010859,SKU0028,2024-01-09,SKU0041,2024-03-30,5,453.95
CUST010860,SKU0200,2025-03-17,SKU0010,2025-04-14,3,2927.4
CUST010861,SKU0047,2025-09-05,,,1,3623.4
CUST010862,SKU0019,2024-07-09,SKU0017,2025-04-25,2,976.5
CUST010863,SKU0001,2024-12-23,SKU0030,2025-07-27,3,394.4
CUST010864,SKU0010,2025-09-02,SKU0035,2025-11-10,2,1827.0
CUST010865,SKU0034,2024-02-09,SKU0012,2025-06-15,2,723.9
CUST010866,SKU0009,2024-05-25,SKU0036,2025-05-31,3,3933.0
CUST010867,SKU0005,2024-03-15,SKU0033,2024-05-31,5,1515.95
CUST010868,SKU0012,2024-03-17,SKU0014,2024-05-31,3,5446.6
CUST010869,SKU0006,2024-03-08,SKU0031,2024-12-18,3,1998.0
CUST010870,SKU0036,2024-12-29,SKU0081,2025-03-17,2,1878.1
CUST010871,SKU0025,2024-01-01,SKU0031,2024-04-23,6,1396.5
CUST010872,SKU0024,2024-05-25,,,1,232.9
CUST010873,SKU0013,2024-05-15,SKU0048,2025-05-02,5,2163.0
CUST010875,SKU0034,2025-03-18,,,1,361.95
CUST010876,SKU0065,2025-01-10,,,1,665.0
CUST010878,SKU0215,2024-11-06,SKU0032,2025-08-30,2,367.0
CUST010879,SKU0029,2024-04-29,,,1,3856.0
CUST010880,SKU0053,2025-09-23,,,1,814.1
CUST010881,SKU0033,2025-01-06,SKU0152,2025-04-09,3,1841.1
CUST010882,SKU0038,2024-02-08,,,1,1088.0
